date,spot_price,forecast_iv,market_iv,iv_spread,iv_percentile,signal,blocked,entry_notes,atm_strike,atm_dte,straddle_price,position_status,days_held,iv_change_pct,portfolio_value,trade_pnl_dollars,traded
2020-07-02,180.81,0.23610259492618985,0.6866292001634388,0.4505266052372489,,SELL,False,,180.0,43.0,33.9,NONE,0,,100000.0,0.0,True
2020-07-06,187.91,0.23610259492618985,0.7151084069307069,,,HOLD,False,,,,,HOLDING,4,2.8479206767268117,100000.0,0.0,False
2020-07-07,178.88,0.23610259492618985,0.7228201618263045,,,HOLD,False,,,,,HOLDING,5,3.619096166286573,100000.0,0.0,False
2020-07-08,180.08,0.23610259492618985,0.7082002446766037,,,HOLD,False,,,,,HOLDING,6,2.157104451316494,100000.0,0.0,False
2020-07-09,173.28,0.23610259492618985,0.7510380945634758,,,HOLD,False,,,,,EXITED,7,6.440889440003705,99643.42023267076,-356.5797673292436,True
2020-07-10,178.44,0.23610259492618985,0.6932483785792485,0.45714578365305863,,SELL,False,,180.0,42.0,33.65,NONE,0,,99643.42023267076,0.0,True
2020-07-13,175.64999,0.23610259492618985,0.7562029760785376,,,HOLD,False,,,,,EXITED,3,6.295459749928911,99236.78897471547,-406.6312579552942,True
2020-07-14,179.96001,0.23610259492618985,0.7846850112766748,0.5485824163504849,,SELL,False,,180.0,45.0,39.925,NONE,0,,99236.78897471547,0.0,True
2020-07-15,187.94,0.23610259492618985,0.7565294885917381,,,HOLD,False,,,,,HOLDING,1,-2.8155522684936707,99236.78897471547,0.0,False
2020-07-16,178.7,0.23610259492618985,0.7626523941728596,,,HOLD,False,,,,,HOLDING,2,-2.203261710381521,99236.78897471547,0.0,False
2020-07-17,175.66,0.23610259492618985,0.6996608499985386,,,HOLD,False,,,,,EXITED,3,-8.502416127813618,100217.636726884,980.8477521685304,True
2020-07-20,174.42,0.23610259492618985,0.693882773590007,0.4577801786638172,,SELL,False,,175.0,39.0,31.725,NONE,0,,100217.636726884,0.0,True
2020-07-21,178.63,0.23610259492618985,0.6645425189967946,,,HOLD,False,,,,,HOLDING,1,-2.9340254593212434,100217.636726884,0.0,False
2020-07-22,179.78999,0.23610259492618985,0.7087955501642761,,,HOLD,False,,,,,HOLDING,2,1.4912776574269038,100217.636726884,0.0,False
2020-07-23,176.45,0.2452203747106117,0.6832768000514687,,,HOLD,False,,,,,HOLDING,3,-1.0605973538538316,100217.636726884,0.0,False
2020-07-24,173.75999,0.2452203747106117,0.655778139438874,,,HOLD,False,,,,,EXITED,4,-3.8104634151133077,100772.91739782454,555.2806709405467,True
2020-07-27,170.21001,0.2452203747106117,0.6714900948575291,0.4262697201469174,,HOLD,False,2d before earnings (2020-07-29),170.0,39.0,30.1,NONE,0,,100772.91739782454,0.0,False
2020-07-28,170.84,0.2452203747106117,0.6683985932427315,0.42317821853211984,,HOLD,False,1d before earnings (2020-07-29),170.0,38.0,29.45,NONE,0,,100772.91739782454,0.0,False
2020-07-29,166.00999,0.2452203747106117,0.5666590903119006,0.32143871560128895,,HOLD,False,0d before earnings (2020-07-29),165.0,37.0,23.95,NONE,0,,100772.91739782454,0.0,False
2020-07-30,161.95,0.2452203747106117,0.5386923836587661,0.29347200894815445,,HOLD,False,1d after earnings (2020-07-29),162.5,43.0,24.475,NONE,0,,100772.91739782454,0.0,False
2020-07-31,158.0,0.2452203747106117,0.5396373032852997,0.294416928574688,,HOLD,False,2d after earnings (2020-07-29),157.5,42.0,23.525,NONE,0,,100772.91739782454,0.0,False
2020-08-03,162.27,0.2452203747106117,0.5609900406812077,0.315769665970596,,SELL,False,,162.5,39.0,24.0,NONE,0,,100772.91739782454,0.0,True
2020-08-04,165.07001,0.2452203747106117,0.5312336847316264,,,HOLD,False,,,,,HOLDING,1,-2.975635594958137,100772.91739782454,0.0,False
2020-08-05,174.28,0.2452203747106117,0.5540703882565916,,,HOLD,False,,,,,HOLDING,2,-0.6919652424616118,100772.91739782454,0.0,False
2020-08-06,172.2,0.2452203747106117,0.5314696583537306,,,HOLD,False,,,,,HOLDING,3,-2.9520382327477113,100772.91739782454,0.0,False
2020-08-07,170.02,0.2452203747106117,0.5517987527956341,,,HOLD,False,,,,,HOLDING,4,-0.9191287885573662,100772.91739782454,0.0,False
2020-08-10,179.41,0.2452203747106117,0.5537952779015419,,,HOLD,False,,,,,HOLDING,7,-0.7194762779665798,100772.91739782454,0.0,False
2020-08-11,180.13,0.2452203747106117,0.5489247124146338,,,HOLD,False,,,,,HOLDING,8,-1.2065328266573916,100772.91739782454,0.0,False
